user,word,word_type,chunked_sentence,masked_chunked_sentence,example_sentence,masked_example_sentence,openai_sentence,masked_openai_sentence
Bhavi,government,6_science_sem1,,,"In addition , the government would pay a $1,000 `` cost of education '' grant to the schools for each $1,500 in scholarship grants .","In addition , the ********** would pay a $1,000 `` cost of education '' grant to the schools for each $1,500 in scholarship grants .",The government makes our laws.,The ********** makes our laws.
Bhavi,develop,6_science_sem1,,,"`` We must persuade them to enjoy a way of life which , if not identical , is congenial with ours '' , he said but adding that if they do not develop the kind of society they themselves want it will lack ritiuality and loyalty .","`` we must persuade them to enjoy a way of life which , if not identical , is congenial with ours '' , he said but adding that if they do not ******* the kind of society they themselves want it will lack ritiuality and loyalty .",Plants develop from seeds.,Plants ******* from seeds.
Bhavi,repeat,6_science_sem1,,,The Faget case was the kind of salvage job the Administration should not have to repeat .,The faget case was the kind of salvage job the administration should not have to ****** .,Repeat the words after me.,****** the words after me.
Bhavi,liver,6_science_sem1,,,But they cannot fully explain the process of its manufacture by the human liver .,But they cannot fully explain the process of its manufacture by the human ***** .,The liver is inside your body.,The ***** is inside your body.
Bhavi,excretion,6_science_sem1,,,"Although in both emotions sympathetic symptoms are present , different autonomic-somatic patterns underlie aggression and anxiety , respectively , as indicated by the rate of the excretion of the catecholamines , the state of the muscle tone , and the Mecholyl test .","Although in both emotions sympathetic symptoms are present , different autonomic-somatic patterns underlie aggression and anxiety , respectively , as indicated by the rate of the ********* of the catecholamines , the state of the muscle tone , and the mecholyl test .",Sweating is a form of excretion.,Sweating is a form of *********.
Bhavi,bell,6_science_sem1,,,"However , Peterson , president of Bell & Howell , warned 800 U.S. marketing leaders attending a national conference at the Ambassador , that the future will belong to the industrialist of creative and `` unconventional wisdom '' .","However , peterson , president of **** & howell , warned 800 u.s. marketing leaders attending a national conference at the ambassador , that the future will belong to the industrialist of creative and `` unconventional wisdom '' .",The bell rings for lunch.,The **** rings for lunch.
Bhavi,british,6_science_sem1,,,"Two British civil servants , Miss Ethel Gee , 46 , and her newly devoted friend , Harry Houghton , 55 , and divorced .","Two ******* civil servants , miss ethel gee , 46 , and her newly devoted friend , harry houghton , 55 , and divorced .","The British flag is red, white, and blue.","The ******* flag is red, white, and blue."
Bhavi,start,6_science_sem1,,,"Each of the organization's ninety-nine members would get two professional posts , such as political affairs officer , a department head or an economist , to start .","Each of the organization's ninety-nine members would get two professional posts , such as political affairs officer , a department head or an economist , to ***** .",Let's start the game.,Let's ***** the game.
Bhavi,stuffing,6_science_sem1,,,"As he talked about himself , time and again stuffing and dragging on his pipe , Steinberg began to relax and the initial hurried feeling grew faint and was dispelled .","As he talked about himself , time and again ******** and dragging on his pipe , steinberg began to relax and the initial hurried feeling grew faint and was dispelled .",She loves stuffing in her turkey.,She loves ******** in her turkey.
Bhavi,lab,6_science_sem1,,,The lab to check .,The *** to check .,We do experiments in the lab.,We do experiments in the ***.
Bhavi,coriander,6_science_sem1,,,"Each year millions of pounds of anise , caraway , mustard , celery , and coriander and the oils extracted from them are imported .","Each year millions of pounds of anise , caraway , mustard , celery , and ********* and the oils extracted from them are imported .",Coriander is used in cooking.,********* is used in cooking.
Bhavi,harmful,6_science_sem1,,,Harmful drinks,******* drinks,Smoking is harmful to health.,Smoking is ******* to health.
Bhavi,saw,6_science_sem1,,,"-- After a long , hot controversy , Miller County has a new school superintendent , elected , as a policeman put it , in the `` coolest election I ever saw in this county '' .","-- after a long , hot controversy , miller county has a new school superintendent , elected , as a policeman put it , in the `` coolest election i ever *** in this county '' .",I saw a bird in the tree.,I *** a bird in the tree.
Bhavi,basil,6_science_sem1,,,"The actor plays his role glumly under the lurid direction of Don Chaffey , as do Basil Sydney as his unsympathetic father and Anton Diffring as an innocent bystander .","The actor plays his role glumly under the lurid direction of don chaffey , as do ***** sydney as his unsympathetic father and anton diffring as an innocent bystander .",Basil smells very nice.,***** smells very nice.
Bhavi,texture,6_science_sem1,,,"Walnut , wormy chestnut , pecan , three varieties of burl , hand-woven Philippine cane , ceramic tiles , marble are used to emphasize the feeling of texture and of permanence , the furniture to fit into rooms with tiled floors , brick or paneled walls , windows that bring in the outdoors .","Walnut , wormy chestnut , pecan , three varieties of burl , hand-woven philippine cane , ceramic tiles , marble are used to emphasize the feeling of ******* and of permanence , the furniture to fit into rooms with tiled floors , brick or paneled walls , windows that bring in the outdoors .",The texture of silk is smooth.,The ******* of silk is smooth.
Bhavi,primary,6_science_sem1,,,The Fulton County Grand Jury said Friday an investigation of Atlanta's recent primary election produced `` no evidence '' that any irregularities took place .,The fulton county grand jury said friday an investigation of atlanta's recent ******* election produced `` no evidence '' that any irregularities took place .,His primary school is nearby.,His ******* school is nearby.
